customer_id,signup_date,plan,monthly_fee,recency_days,churn
1377,2022-07-20,standard,20.0,190,1
1378,2022-05-06,standard,20.0,91,0
1379,2022-11-12,basic,10.0,47,1
1380,2021-06-26,standard,20.0,61,0
1381,2022-04-27,standard,20.0,162,0
1382,2021-09-09,basic,10.0,71,0
1383,2021-01-14,basic,10.0,110,0
1384,2022-03-18,standard,20.0,24,0
1385,2021-05-29,basic,10.0,188,1
1386,2021-05-17,basic,10.0,148,0
1387,2021-06-03,basic,10.0,38,0
1388,2022-06-05,basic,10.0,17,0
1389,2023-05-25,basic,10.0,21,0
1390,2023-11-29,basic,10.0,161,0
1391,2023-05-31,basic,10.0,62,0
1392,2023-08-20,standard,20.0,116,1
1393,2022-08-05,standard,20.0,119,0
1394,2022-10-15,basic,10.0,36,0
1395,2022-10-04,basic,10.0,196,0
1396,2023-10-23,basic,10.0,133,0
1397,2022-01-12,basic,10.0,90,0
1398,2022-11-20,standard,20.0,2,0
1399,2023-11-16,standard,20.0,8,0
1400,2021-03-30,standard,20.0,188,0
1401,2023-03-31,standard,20.0,131,0
1402,2022-12-18,standard,20.0,164,0
1403,2023-05-30,standard,20.0,149,0
1404,2022-10-07,standard,20.0,190,1
1405,2022-12-19,standard,20.0,28,0
1406,2022-12-08,standard,20.0,3,0
1407,2022-05-12,basic,10.0,43,1
1408,2021-10-12,premium,40.0,35,0
1409,2021-12-29,premium,40.0,4,0
1410,2023-03-14,standard,20.0,182,1
1411,2022-11-12,standard,20.0,13,0
1412,2022-08-08,basic,10.0,36,0
1413,2021-06-23,basic,10.0,40,1
1414,2023-11-25,basic,10.0,91,1
1415,2022-09-23,basic,10.0,184,1
1416,2021-05-21,premium,40.0,25,0
1417,2023-08-25,basic,10.0,181,0
1418,2022-07-30,basic,10.0,182,1
1419,2022-06-08,premium,40.0,77,0
1420,2023-07-23,basic,10.0,67,0
1421,2022-02-16,standard,20.0,111,0
1422,2021-07-03,standard,20.0,126,0
1423,2021-07-05,basic,10.0,96,1
1424,2023-04-26,basic,10.0,6,0
1425,2021-09-11,basic,10.0,108,0
1426,2023-10-21,standard,20.0,101,0
1427,2023-09-14,premium,40.0,5,0
1428,2023-03-20,basic,10.0,158,0
1429,2023-07-03,standard,20.0,72,0
1430,2022-12-17,standard,20.0,46,0
1431,2023-09-08,standard,20.0,100,0
1432,2021-08-25,basic,10.0,61,0
1433,2021-09-22,standard,20.0,51,0
1434,2023-10-14,premium,40.0,32,0
1435,2021-08-26,standard,20.0,99,0
1436,2021-04-01,standard,20.0,101,0
1437,2021-01-08,basic,10.0,98,0
1438,2022-02-05,standard,20.0,19,0
1439,2022-06-06,premium,40.0,17,0
1440,2021-03-03,basic,10.0,192,0
1441,2022-11-15,basic,10.0,126,1
1442,2022-05-27,basic,10.0,56,0
1443,2023-02-07,basic,10.0,132,0
1444,2023-03-18,standard,20.0,88,1
1445,2021-09-02,basic,10.0,88,0
1446,2022-07-04,basic,10.0,55,1
1447,2023-03-21,standard,20.0,116,0
1448,2021-09-14,basic,10.0,88,0
1449,2023-11-17,premium,40.0,7,0
1450,2022-11-22,basic,10.0,59,0
1451,2021-09-15,basic,10.0,23,0
1452,2023-03-20,basic,10.0,196,0
1453,2021-06-11,standard,20.0,73,0
1454,2021-10-05,standard,20.0,55,0
1455,2021-05-24,premium,40.0,114,0
1456,2021-12-26,basic,10.0,54,0
1457,2021-01-16,standard,20.0,107,0
1458,2021-08-14,basic,10.0,182,0
1459,2022-04-24,standard,20.0,117,0
1460,2022-05-12,premium,40.0,166,0
1461,2023-06-06,basic,10.0,7,0
1462,2021-03-06,basic,10.0,41,1
1463,2022-02-24,basic,10.0,59,0
1464,2022-04-02,premium,40.0,152,1
1465,2021-07-30,premium,40.0,76,1
1466,2021-04-03,standard,20.0,34,0
1467,2023-12-24,premium,40.0,57,0
1468,2021-10-13,basic,10.0,2,0
1469,2021-03-15,standard,20.0,154,0
1470,2023-12-22,standard,20.0,163,0
1471,2022-09-20,basic,10.0,17,0
1472,2021-03-17,basic,10.0,160,0
1473,2023-09-16,standard,20.0,35,0
1474,2021-11-20,basic,10.0,92,0
1475,2022-04-02,basic,10.0,47,0
1476,2022-02-21,basic,10.0,141,0
1477,2021-07-27,basic,10.0,105,0
1478,2023-06-29,premium,40.0,72,0
1479,2021-06-07,standard,20.0,93,0
1480,2021-05-05,basic,10.0,11,0
1481,2021-12-30,basic,10.0,171,0
1482,2023-10-13,basic,10.0,83,0
1483,2021-09-28,basic,10.0,101,0
1484,2023-03-02,standard,20.0,137,0
1485,2023-12-31,premium,40.0,79,0
1486,2023-09-11,standard,20.0,154,1
1487,2022-09-23,basic,10.0,154,0
1488,2023-06-17,standard,20.0,81,1
1489,2021-03-11,basic,10.0,96,1
1490,2022-10-06,standard,20.0,194,0
1491,2023-11-27,basic,10.0,88,0
1492,2021-02-28,basic,10.0,101,0
1493,2021-04-03,basic,10.0,177,1
1494,2023-09-17,basic,10.0,39,0
1495,2023-10-06,basic,10.0,123,1
1496,2022-10-01,standard,20.0,13,0
1497,2022-07-08,basic,10.0,57,1
1498,2021-07-05,premium,40.0,3,0
1499,2023-12-03,standard,20.0,131,1
1500,2023-11-10,standard,20.0,125,0
1501,2023-03-19,premium,40.0,11,0
1502,2021-06-29,premium,40.0,27,0
1503,2022-11-06,standard,20.0,132,0
1504,2021-08-03,standard,20.0,101,0
1505,2023-01-28,basic,10.0,32,0
1506,2022-10-25,standard,20.0,70,0
1507,2021-06-24,basic,10.0,0,0
1508,2023-03-19,basic,10.0,105,0
1509,2023-06-25,basic,10.0,55,0
1510,2021-05-25,premium,40.0,174,0
1511,2022-04-19,basic,10.0,139,1
1512,2022-03-08,basic,10.0,157,0
1513,2022-08-29,premium,40.0,138,0
1514,2022-05-07,standard,20.0,46,1
1515,2022-05-23,standard,20.0,174,1
1516,2022-05-17,basic,10.0,82,0
1517,2022-08-11,basic,10.0,146,1
1518,2022-06-09,basic,10.0,124,0
1519,2021-03-08,basic,10.0,186,0
1520,2022-05-10,standard,20.0,111,0
1521,2023-07-29,basic,10.0,147,0
1522,2021-01-20,premium,40.0,74,0
1523,2021-04-09,premium,40.0,111,0
1524,2023-10-21,standard,20.0,67,0
1525,2021-09-28,basic,10.0,20,0
1526,2022-09-25,standard,20.0,141,0
1527,2021-11-26,basic,10.0,60,0
1528,2023-02-13,standard,20.0,120,0
1529,2022-07-04,standard,20.0,131,0
1530,2022-12-27,premium,40.0,12,1
1531,2023-02-06,basic,10.0,177,1
1532,2023-11-14,basic,10.0,2,0
1533,2023-02-07,premium,40.0,48,1
1534,2022-08-30,basic,10.0,117,1
1535,2022-06-12,basic,10.0,5,0
1536,2022-01-22,basic,10.0,61,0
1537,2022-11-15,premium,40.0,42,0
1538,2023-04-05,standard,20.0,64,0
1539,2021-09-01,standard,20.0,195,1
1540,2021-07-19,basic,10.0,148,0
1541,2022-02-16,standard,20.0,132,0
1542,2022-10-13,basic,10.0,190,0
1543,2022-06-26,basic,10.0,195,1
1544,2023-03-20,basic,10.0,91,1
1545,2022-07-05,premium,40.0,3,0
1546,2022-09-16,standard,20.0,164,0
1547,2021-07-29,basic,10.0,173,1
1548,2023-07-11,premium,40.0,184,0
1549,2021-10-12,premium,40.0,67,0
1550,2021-06-07,standard,20.0,139,0
1551,2021-07-03,basic,10.0,178,0
1552,2023-06-11,standard,20.0,191,0
1553,2022-05-21,premium,40.0,126,0
1554,2023-10-30,basic,10.0,50,0
1555,2022-03-15,basic,10.0,169,1
1556,2023-07-20,premium,40.0,188,0
1557,2023-12-21,basic,10.0,179,1
1558,2022-02-21,standard,20.0,101,0
1559,2021-12-26,basic,10.0,9,0
1560,2021-06-17,standard,20.0,59,0
1561,2022-12-18,basic,10.0,88,0
1562,2022-10-16,basic,10.0,6,1
1563,2021-04-21,basic,10.0,94,1
1564,2021-10-12,premium,40.0,54,0
1565,2021-07-20,standard,20.0,35,1
1566,2023-02-07,basic,10.0,166,1
1567,2021-07-12,basic,10.0,92,0
1568,2021-12-12,standard,20.0,48,0
1569,2023-06-20,standard,20.0,47,0
1570,2023-02-27,basic,10.0,26,0
1571,2022-05-03,basic,10.0,101,0
1572,2022-03-04,standard,20.0,17,0
1573,2022-10-06,standard,20.0,100,0
1574,2022-06-05,premium,40.0,14,1
1575,2023-06-29,basic,10.0,2,0
1576,2023-09-25,basic,10.0,6,0
1577,2022-02-12,standard,20.0,156,1
1578,2022-03-12,premium,40.0,152,0
1579,2023-01-04,standard,20.0,166,1
1580,2021-02-27,basic,10.0,36,0
1581,2023-06-26,basic,10.0,82,1
1582,2023-11-20,basic,10.0,52,1
1583,2021-01-22,standard,20.0,62,0
1584,2021-06-30,standard,20.0,198,0
1585,2021-02-25,standard,20.0,189,0
1586,2021-11-16,standard,20.0,82,0
1587,2022-04-14,basic,10.0,27,0
1588,2023-04-18,premium,40.0,99,0
1589,2023-05-09,basic,10.0,82,0
1590,2021-01-01,basic,10.0,80,1
1591,2021-06-04,standard,20.0,37,0
1592,2023-04-11,basic,10.0,90,0
1593,2021-05-15,basic,10.0,68,0
1594,2022-06-23,standard,20.0,139,1
1595,2022-08-11,premium,40.0,18,0
1596,2023-01-04,basic,10.0,49,0
1597,2022-06-12,standard,20.0,87,1
1598,2022-01-04,premium,40.0,194,1
1599,2023-08-04,basic,10.0,82,0
1600,2021-11-29,standard,20.0,65,0
1601,2023-09-21,premium,40.0,65,0
1602,2023-11-12,standard,20.0,28,0
1603,2021-10-09,basic,10.0,21,0
1604,2023-09-07,basic,10.0,69,0
1605,2021-04-10,standard,20.0,156,0
1606,2022-12-01,basic,10.0,106,1
1607,2023-08-15,premium,40.0,182,0
1608,2022-01-17,basic,10.0,171,1
1609,2022-04-16,standard,20.0,115,1
1610,2021-04-20,basic,10.0,92,0
1611,2023-10-12,standard,20.0,13,0
1612,2021-03-14,basic,10.0,176,0
1613,2023-12-13,basic,10.0,193,0
1614,2021-10-27,standard,20.0,46,0
1615,2022-08-30,standard,20.0,108,1
1616,2023-03-16,standard,20.0,188,0
1617,2022-07-18,basic,10.0,193,1
1618,2021-10-10,basic,10.0,73,0
1619,2023-10-06,standard,20.0,160,0
1620,2021-10-10,standard,20.0,79,0
1621,2022-06-07,basic,10.0,8,0
1622,2022-08-01,standard,20.0,134,1
1623,2021-08-28,standard,20.0,160,1
1624,2023-04-23,basic,10.0,185,1
1625,2023-07-22,standard,20.0,112,1
1626,2023-12-11,basic,10.0,170,1
1627,2023-06-27,premium,40.0,136,0
1628,2023-11-18,standard,20.0,104,0
1629,2022-12-06,standard,20.0,159,1
1630,2022-09-17,premium,40.0,17,0
1631,2023-07-17,basic,10.0,113,0
1632,2022-12-09,standard,20.0,149,1
1633,2023-07-08,basic,10.0,78,0
1634,2022-01-01,standard,20.0,175,1
1635,2021-06-12,premium,40.0,193,1
1636,2021-06-13,basic,10.0,82,1
1637,2023-11-29,basic,10.0,48,0
1638,2022-11-20,basic,10.0,14,0
1639,2023-11-06,standard,20.0,191,1
1640,2021-06-18,basic,10.0,136,1
1641,2022-12-04,standard,20.0,74,0
1642,2023-09-02,basic,10.0,55,0
1643,2023-12-15,premium,40.0,97,0
1644,2021-06-11,basic,10.0,6,1
1645,2021-05-29,basic,10.0,55,0
1646,2023-01-02,basic,10.0,145,0
1647,2022-03-14,basic,10.0,46,0
1648,2021-03-01,standard,20.0,121,1
1649,2023-07-20,basic,10.0,32,0
1650,2023-01-23,basic,10.0,89,0
1651,2022-01-19,basic,10.0,172,1
1652,2021-08-05,standard,20.0,118,0
1653,2022-10-08,standard,20.0,71,0
1654,2022-12-19,basic,10.0,42,0
1655,2021-11-26,basic,10.0,11,0
1656,2023-07-09,premium,40.0,140,0
1657,2023-09-23,basic,10.0,192,1
1658,2021-01-29,standard,20.0,69,1
1659,2023-10-06,standard,20.0,24,1
1660,2022-01-15,standard,20.0,38,0
1661,2021-11-19,basic,10.0,65,0
1662,2021-05-24,standard,20.0,178,0
1663,2022-02-15,standard,20.0,58,1
1664,2021-10-23,basic,10.0,53,0
1665,2021-12-30,standard,20.0,30,0
1666,2022-01-18,standard,20.0,148,0
1667,2022-10-16,basic,10.0,64,0
1668,2023-11-30,standard,20.0,81,0
1669,2022-02-19,basic,10.0,188,1
1670,2022-02-04,standard,20.0,170,0
1671,2021-03-13,basic,10.0,10,0
1672,2023-01-27,basic,10.0,152,1
1673,2022-06-07,standard,20.0,113,0
1674,2021-10-24,basic,10.0,19,0
1675,2022-07-29,basic,10.0,120,0
1676,2021-09-28,basic,10.0,142,0
1677,2023-03-28,standard,20.0,182,1
1678,2022-03-07,standard,20.0,184,0
1679,2022-01-22,premium,40.0,195,0
1680,2022-11-05,basic,10.0,176,0
1681,2023-10-01,basic,10.0,90,1
1682,2022-10-08,basic,10.0,76,0
1683,2022-01-04,premium,40.0,40,0
1684,2022-03-14,basic,10.0,170,1
1685,2022-11-05,standard,20.0,155,0
1686,2021-07-19,basic,10.0,18,0
1687,2023-09-20,basic,10.0,88,0
1688,2023-07-01,standard,20.0,181,0
1689,2021-08-07,standard,20.0,165,0
1690,2022-09-04,basic,10.0,197,0
1691,2021-03-10,basic,10.0,85,0
1692,2022-10-13,standard,20.0,71,0
1693,2021-03-19,basic,10.0,7,0
1694,2023-03-10,basic,10.0,141,0
1695,2021-03-12,basic,10.0,16,0
1696,2021-08-20,basic,10.0,61,0
1697,2021-06-15,standard,20.0,134,0
1698,2023-11-08,standard,20.0,151,0
1699,2021-03-30,basic,10.0,13,0
1700,2023-05-17,basic,10.0,16,1
1701,2023-07-24,premium,40.0,199,1
1702,2023-05-22,basic,10.0,50,0
1703,2023-08-29,standard,20.0,70,0
1704,2023-03-30,standard,20.0,157,1
1705,2021-01-04,basic,10.0,8,0
1706,2021-08-13,standard,20.0,115,0
1707,2022-08-21,premium,40.0,68,1
1708,2022-12-15,standard,20.0,3,0
1709,2022-12-08,basic,10.0,53,0
1710,2021-09-24,premium,40.0,181,1
1711,2022-12-26,basic,10.0,153,0
1712,2022-08-03,basic,10.0,187,1
1713,2022-01-12,standard,20.0,3,0
1714,2023-09-03,standard,20.0,70,0
1715,2023-01-15,basic,10.0,191,1
1716,2022-08-08,basic,10.0,37,0
1717,2021-03-27,premium,40.0,195,0
1718,2021-03-14,standard,20.0,166,0
1719,2023-07-10,standard,20.0,152,1
1720,2023-03-27,standard,20.0,33,0
1721,2023-10-11,basic,10.0,158,0
1722,2023-12-04,standard,20.0,116,0
1723,2023-11-27,basic,10.0,89,0
1724,2023-05-06,basic,10.0,168,1
1725,2022-12-21,basic,10.0,6,0
1726,2022-12-29,standard,20.0,21,0
1727,2022-09-01,premium,40.0,4,0
1728,2021-03-24,premium,40.0,171,1
1729,2021-09-11,basic,10.0,27,0
1730,2021-11-09,basic,10.0,61,0
1731,2023-06-26,basic,10.0,79,1
1732,2021-02-24,basic,10.0,162,0
1733,2022-05-31,basic,10.0,74,0
1734,2022-03-24,premium,40.0,45,0
1735,2022-09-25,basic,10.0,117,0
1736,2022-11-29,basic,10.0,89,0
1737,2021-09-27,basic,10.0,96,0
1738,2023-06-18,basic,10.0,117,0
1739,2022-08-03,basic,10.0,60,0
1740,2022-02-20,premium,40.0,132,0
1741,2022-07-30,basic,10.0,167,0
1742,2022-02-12,basic,10.0,105,0
1743,2023-05-02,standard,20.0,173,1
1744,2021-08-03,premium,40.0,123,0
1745,2021-02-14,basic,10.0,94,0
1746,2021-02-25,basic,10.0,51,0
1747,2021-08-16,standard,20.0,184,0
1748,2023-01-27,standard,20.0,45,0
1749,2021-12-06,premium,40.0,22,1
1750,2022-04-24,standard,20.0,182,0
1751,2022-05-10,standard,20.0,48,0
1752,2022-09-24,basic,10.0,9,0
1753,2023-01-08,basic,10.0,183,0
1754,2023-02-07,basic,10.0,198,0
1755,2022-12-11,basic,10.0,167,0
1756,2022-03-15,basic,10.0,152,1
1757,2022-05-23,basic,10.0,135,1
1758,2023-07-20,premium,40.0,139,1
1759,2022-09-01,basic,10.0,188,0
1760,2022-06-11,premium,40.0,79,0
1761,2021-01-19,premium,40.0,181,0
1762,2022-08-14,standard,20.0,107,0
1763,2023-09-20,standard,20.0,101,0
1764,2023-06-13,standard,20.0,65,0
1765,2022-10-08,standard,20.0,134,0
1766,2021-11-24,basic,10.0,184,1
1767,2021-03-05,basic,10.0,82,0
1768,2023-03-13,basic,10.0,10,1
1769,2023-08-27,premium,40.0,24,0
1770,2021-10-25,basic,10.0,194,1
1771,2023-07-31,basic,10.0,77,1
1772,2023-04-14,standard,20.0,172,0
1773,2021-02-28,standard,20.0,38,1
1774,2022-11-03,basic,10.0,110,1
1775,2022-04-19,basic,10.0,96,0
1776,2023-11-14,basic,10.0,160,0
1777,2023-07-14,premium,40.0,95,1
1778,2022-06-03,basic,10.0,20,0
1779,2023-10-09,basic,10.0,190,0
1780,2023-03-08,standard,20.0,107,0
1781,2022-06-16,basic,10.0,26,0
1782,2021-03-12,basic,10.0,135,0
1783,2023-10-02,premium,40.0,88,1
1784,2023-02-23,basic,10.0,147,0
1785,2021-08-16,premium,40.0,118,0
1786,2022-08-16,standard,20.0,146,1
1787,2021-10-13,premium,40.0,58,0
1788,2021-09-10,standard,20.0,131,0
1789,2021-03-16,basic,10.0,12,0
1790,2023-05-28,premium,40.0,54,0
1791,2021-07-25,basic,10.0,116,0
1792,2021-08-04,basic,10.0,40,0
1793,2023-05-08,basic,10.0,145,1
1794,2022-07-07,basic,10.0,121,1
1795,2021-05-12,basic,10.0,69,0
1796,2022-12-07,standard,20.0,8,0
1797,2022-08-01,premium,40.0,159,1
1798,2021-04-08,basic,10.0,4,0
1799,2023-05-24,basic,10.0,2,0
1800,2022-09-13,basic,10.0,28,0
1801,2023-07-17,standard,20.0,126,0
1802,2021-05-06,basic,10.0,33,1
1803,2021-10-31,standard,20.0,105,1
1804,2023-09-26,standard,20.0,62,0
1805,2023-12-23,standard,20.0,55,0
1806,2021-09-03,basic,10.0,77,0
1807,2021-08-15,basic,10.0,0,0
1808,2022-09-21,basic,10.0,104,0
1809,2022-05-02,basic,10.0,142,0
1810,2023-10-25,standard,20.0,77,1
1811,2023-12-01,premium,40.0,57,0
1812,2022-05-03,basic,10.0,116,0
1813,2022-10-27,basic,10.0,54,0
1814,2021-01-13,basic,10.0,195,0
1815,2021-07-26,standard,20.0,6,0
1816,2022-02-22,premium,40.0,71,0
1817,2022-03-13,standard,20.0,30,0
1818,2022-10-13,standard,20.0,109,0
1819,2021-12-12,basic,10.0,192,0
1820,2022-08-16,basic,10.0,190,0
1821,2021-12-27,basic,10.0,20,0
1822,2023-11-21,premium,40.0,82,0
1823,2021-07-08,basic,10.0,104,0
1824,2021-04-14,basic,10.0,73,0
1825,2022-05-14,standard,20.0,115,0
1826,2021-05-06,basic,10.0,116,1
1827,2022-12-12,basic,10.0,180,0
1828,2022-02-21,standard,20.0,188,1
1829,2021-12-27,basic,10.0,176,1
1830,2022-04-23,standard,20.0,33,1
1831,2022-07-17,basic,10.0,118,0
1832,2023-06-13,standard,20.0,96,0
1833,2023-07-03,standard,20.0,170,1
1834,2021-07-10,basic,10.0,78,0
1835,2022-03-02,standard,20.0,173,1
1836,2021-01-26,premium,40.0,103,1
1837,2021-08-15,basic,10.0,21,0
1838,2023-02-07,standard,20.0,55,0
1839,2021-05-25,premium,40.0,182,1
1840,2022-05-04,basic,10.0,142,1
1841,2021-06-15,basic,10.0,48,0
1842,2021-02-14,basic,10.0,187,1
1843,2022-05-07,standard,20.0,4,0
1844,2023-10-16,basic,10.0,194,0
1845,2021-07-12,standard,20.0,195,0
1846,2021-02-19,standard,20.0,36,0
1847,2022-02-21,standard,20.0,30,0
1848,2022-06-07,standard,20.0,131,1
1849,2021-03-03,standard,20.0,100,0
1850,2022-01-31,basic,10.0,88,0
1851,2023-04-30,basic,10.0,87,0
1852,2023-11-12,basic,10.0,178,0
1853,2021-03-06,basic,10.0,95,0
1854,2022-04-08,standard,20.0,4,0
1855,2021-10-12,basic,10.0,177,0
1856,2021-08-19,basic,10.0,74,0
1857,2022-10-02,basic,10.0,78,1
1858,2023-08-01,basic,10.0,176,1
1859,2022-06-05,standard,20.0,57,0
1860,2022-07-26,basic,10.0,71,0
1861,2021-10-06,basic,10.0,92,0
1862,2021-06-24,standard,20.0,71,0
1863,2021-08-26,standard,20.0,16,0
1864,2021-05-29,basic,10.0,163,0
1865,2023-11-26,basic,10.0,75,1
1866,2022-10-20,standard,20.0,107,0
1867,2021-05-29,standard,20.0,42,0
1868,2021-03-08,basic,10.0,98,1
1869,2023-08-03,basic,10.0,78,0
1870,2022-01-15,premium,40.0,50,1
1871,2021-05-10,standard,20.0,85,0
1872,2023-01-17,standard,20.0,153,1
1873,2021-06-13,basic,10.0,112,0
1874,2023-02-23,basic,10.0,94,0
1875,2021-08-31,standard,20.0,52,0
1876,2022-12-22,basic,10.0,116,0
1877,2023-12-20,premium,40.0,31,0
1878,2021-06-03,standard,20.0,0,0
1879,2023-04-27,basic,10.0,44,0
1880,2021-01-22,standard,20.0,58,0
1881,2021-08-27,basic,10.0,23,0
1882,2022-12-11,premium,40.0,54,0
1883,2021-08-05,basic,10.0,152,0
1884,2022-02-20,standard,20.0,134,1
1885,2023-06-18,basic,10.0,164,0
1886,2022-08-27,basic,10.0,142,1
1887,2023-05-22,standard,20.0,163,0
1888,2021-05-20,basic,10.0,71,1
1889,2021-08-23,standard,20.0,72,0
1890,2021-06-04,basic,10.0,102,0
1891,2023-05-25,basic,10.0,191,1
1892,2021-06-30,premium,40.0,144,1
1893,2023-07-29,standard,20.0,100,0
1894,2023-02-19,premium,40.0,31,0
1895,2022-03-04,basic,10.0,96,0
1896,2021-08-14,basic,10.0,104,0
1897,2023-06-23,standard,20.0,29,0
1898,2021-08-20,premium,40.0,62,0
1899,2023-09-19,standard,20.0,85,0
1900,2023-06-14,standard,20.0,59,1
1901,2023-09-18,standard,20.0,114,0
1902,2022-02-13,standard,20.0,57,0
1903,2023-01-03,standard,20.0,102,1
1904,2023-06-06,basic,10.0,166,1
1905,2021-02-23,basic,10.0,175,1
1906,2022-07-04,standard,20.0,24,1
1907,2022-12-02,standard,20.0,70,0
1908,2022-09-24,basic,10.0,152,1
1909,2022-01-28,basic,10.0,105,0
1910,2022-01-27,basic,10.0,14,0
1911,2021-03-25,basic,10.0,143,0
1912,2022-05-30,basic,10.0,121,0
1913,2023-11-22,basic,10.0,1,0
1914,2022-03-18,standard,20.0,133,0
1915,2022-02-07,basic,10.0,159,1
1916,2022-08-20,basic,10.0,41,0
1917,2023-11-25,basic,10.0,36,0
1918,2023-09-04,premium,40.0,100,0
1919,2021-10-27,standard,20.0,115,1
1920,2022-11-10,basic,10.0,154,1
1921,2021-10-04,basic,10.0,16,0
1922,2022-09-29,standard,20.0,177,1
1923,2021-10-23,basic,10.0,115,1
1924,2022-11-21,basic,10.0,106,0
1925,2022-09-13,basic,10.0,50,0
1926,2021-01-19,basic,10.0,16,0
1927,2022-12-28,basic,10.0,55,1
1928,2021-09-10,standard,20.0,24,0
1929,2023-06-08,standard,20.0,173,0
1930,2022-03-30,standard,20.0,3,0
1931,2022-07-19,basic,10.0,149,0
1932,2023-12-06,basic,10.0,175,1
1933,2023-11-16,basic,10.0,38,0
1934,2023-03-24,basic,10.0,146,0
1935,2023-10-12,basic,10.0,69,0
1936,2023-09-26,standard,20.0,168,1
1937,2021-12-16,basic,10.0,43,0
1938,2022-09-02,premium,40.0,60,0
1939,2021-06-30,basic,10.0,46,1
1940,2023-08-10,premium,40.0,87,0
1941,2023-01-19,standard,20.0,68,0
1942,2022-05-25,basic,10.0,44,0
1943,2023-07-05,standard,20.0,80,0
1944,2023-09-20,basic,10.0,196,1
1945,2023-03-04,standard,20.0,89,0
1946,2023-12-23,standard,20.0,122,0
1947,2021-09-23,standard,20.0,68,0
1948,2022-12-30,standard,20.0,160,1
1949,2022-08-06,premium,40.0,123,0
1950,2022-06-11,standard,20.0,55,0
1951,2022-12-04,standard,20.0,97,1
1952,2023-02-18,premium,40.0,160,1
1953,2022-07-31,premium,40.0,24,0
1954,2023-11-08,basic,10.0,83,1
1955,2021-10-10,standard,20.0,165,0
1956,2022-05-23,premium,40.0,4,0
1957,2022-09-28,standard,20.0,9,1
1958,2023-01-26,basic,10.0,103,1
1959,2023-09-16,standard,20.0,124,0
1960,2021-02-21,standard,20.0,41,1
1961,2023-07-22,standard,20.0,140,0
1962,2022-09-30,basic,10.0,60,0
1963,2023-04-04,basic,10.0,6,0
1964,2021-11-29,basic,10.0,111,0
1965,2021-03-10,basic,10.0,151,0
1966,2023-04-19,basic,10.0,144,0
1967,2023-07-28,standard,20.0,130,1
1968,2021-11-16,basic,10.0,21,0
1969,2022-03-16,standard,20.0,57,0
1970,2022-10-21,standard,20.0,67,0
1971,2022-11-10,standard,20.0,125,0
1972,2022-06-30,premium,40.0,122,1
1973,2023-06-27,basic,10.0,6,0
1974,2023-12-29,standard,20.0,49,1
1975,2023-04-14,premium,40.0,106,0
1976,2023-08-13,basic,10.0,40,0
1977,2022-10-12,basic,10.0,51,1
1978,2021-04-07,basic,10.0,15,0
1979,2023-12-05,basic,10.0,171,0
1980,2023-09-27,basic,10.0,188,0
1981,2023-07-10,premium,40.0,134,0
1982,2023-04-20,basic,10.0,129,1
1983,2023-04-01,basic,10.0,10,0
1984,2021-05-02,basic,10.0,15,1
1985,2022-01-20,standard,20.0,150,0
1986,2023-03-30,standard,20.0,62,1
1987,2022-12-18,basic,10.0,31,0
1988,2023-10-05,premium,40.0,88,0
1989,2021-08-20,basic,10.0,180,1
1990,2021-11-25,basic,10.0,54,1
1991,2021-06-02,standard,20.0,19,1
1992,2022-09-01,basic,10.0,100,0
1993,2023-02-22,basic,10.0,192,0
1994,2021-06-17,premium,40.0,191,0
1995,2023-11-06,standard,20.0,128,0
1996,2022-02-08,standard,20.0,108,0
1997,2021-04-07,basic,10.0,98,0
1998,2022-06-24,standard,20.0,1,0
1999,2023-08-19,basic,10.0,37,0
2000,2022-04-19,standard,20.0,89,1
2001,2023-01-20,standard,20.0,10,0
2002,2021-07-26,standard,20.0,50,0
2003,2022-02-04,basic,10.0,97,0
2004,2023-12-12,standard,20.0,20,0
2005,2023-12-25,basic,10.0,70,0
2006,2021-01-21,premium,40.0,90,0
2007,2021-06-09,premium,40.0,130,0
2008,2021-07-13,basic,10.0,155,1
2009,2021-08-11,basic,10.0,96,1
2010,2021-11-24,basic,10.0,145,1
2011,2022-09-28,standard,20.0,140,1
2012,2021-09-30,basic,10.0,107,1
2013,2022-08-11,basic,10.0,95,0
2014,2021-03-07,standard,20.0,187,1
2015,2022-07-14,basic,10.0,11,0
2016,2022-03-18,basic,10.0,142,0
2017,2022-06-23,standard,20.0,159,1
2018,2021-09-20,premium,40.0,175,1
2019,2021-06-21,standard,20.0,48,0
2020,2021-12-31,premium,40.0,89,1
2021,2022-10-04,basic,10.0,153,1
2022,2021-04-28,basic,10.0,20,0
2023,2023-07-06,basic,10.0,167,0
2024,2023-08-05,standard,20.0,125,1
2025,2023-10-01,basic,10.0,134,0
2026,2023-05-11,premium,40.0,167,1
2027,2021-02-01,basic,10.0,176,0
2028,2021-01-17,standard,20.0,140,1
2029,2023-12-12,standard,20.0,167,0
2030,2021-02-04,basic,10.0,72,0
2031,2023-02-24,basic,10.0,9,0
2032,2022-12-31,standard,20.0,29,0
2033,2023-01-01,premium,40.0,106,0
2034,2021-10-24,standard,20.0,179,0
2035,2023-08-21,standard,20.0,34,0
2036,2022-01-25,standard,20.0,130,0
2037,2022-06-06,premium,40.0,27,0
2038,2022-06-16,standard,20.0,16,0
2039,2021-01-19,basic,10.0,68,0
2040,2023-11-01,standard,20.0,142,0
2041,2021-09-07,basic,10.0,146,1
