customer_id,plan,monthly_fee,total_amount,trans_count,recency_days,recency_days_tx,logins_7d,logins_30d,logins_90d,tickets,avg_resolution,tenure_days,churn
791,standard,20.0,460.0,23,82,33,1,3,8,1,6.0,693,0
792,basic,10.0,190.0,19,11,44,0,0,2,0,0.0,589,0
793,basic,10.0,340.0,34,173,56,0,0,6,0,0.0,1052,0
794,standard,20.0,380.0,19,27,54,0,1,8,0,0.0,594,0
795,basic,10.0,150.0,15,173,57,0,0,6,0,0.0,479,0
796,basic,10.0,80.0,8,33,72,0,1,4,0,0.0,283,0
797,basic,10.0,150.0,15,174,62,0,0,2,0,0.0,482,0
798,premium,40.0,840.0,21,103,57,0,5,10,1,6.0,660,0
799,standard,20.0,660.0,33,70,33,0,0,4,1,9.0,997,0
800,standard,20.0,360.0,18,21,106,0,1,4,0,0.0,622,0
801,premium,40.0,320.0,8,38,74,0,2,3,0,0.0,287,0
802,premium,40.0,600.0,15,126,47,0,1,8,0,0.0,474,0
803,standard,20.0,520.0,26,199,108,0,0,7,2,6.5,859,1
804,premium,40.0,640.0,16,57,25,0,1,8,0,0.0,483,0
805,standard,20.0,320.0,16,45,44,0,1,7,0,0.0,497,0
806,basic,10.0,180.0,18,26,73,0,1,4,0,0.0,591,0
807,basic,10.0,130.0,13,126,43,0,0,6,0,0.0,410,0
808,basic,10.0,130.0,13,66,73,0,0,4,0,0.0,434,0
809,standard,20.0,120.0,6,196,88,0,0,3,0,0.0,239,0
810,basic,10.0,310.0,31,26,29,2,3,7,0,0.0,931,0
811,premium,40.0,520.0,13,82,117,0,0,1,0,0.0,479,0
812,basic,10.0,80.0,8,130,67,0,1,4,0,0.0,286,0
813,premium,40.0,840.0,21,28,62,0,1,3,0,0.0,663,0
814,standard,20.0,580.0,29,160,75,0,3,8,0,0.0,918,0
815,basic,10.0,150.0,15,79,114,0,0,4,0,0.0,538,0
816,basic,10.0,60.0,6,45,57,1,2,7,0,0.0,210,0
817,basic,10.0,340.0,34,7,40,0,4,9,0,0.0,1038,0
818,basic,10.0,150.0,15,122,43,0,2,7,0,0.0,468,0
819,basic,10.0,310.0,31,115,89,0,0,4,0,0.0,997,0
820,basic,10.0,20.0,2,1,35,0,0,5,0,0.0,71,0
821,premium,40.0,400.0,10,16,61,0,0,3,0,0.0,332,0
822,basic,10.0,190.0,19,51,95,0,4,6,0,0.0,638,0
823,basic,10.0,70.0,7,186,73,0,0,7,1,2.0,258,0
824,standard,20.0,200.0,10,54,104,0,1,7,0,0.0,375,1
825,basic,10.0,90.0,9,186,25,1,4,7,1,6.0,273,1
826,basic,10.0,320.0,32,58,83,0,0,2,0,0.0,1015,0
827,basic,10.0,130.0,13,79,104,0,1,4,0,0.0,470,0
828,basic,10.0,250.0,25,103,40,0,2,3,0,0.0,763,0
829,basic,10.0,250.0,25,40,38,0,1,6,1,2.0,762,0
830,premium,40.0,1200.0,30,141,39,0,0,4,0,0.0,918,1
831,premium,40.0,760.0,19,84,55,0,0,2,0,0.0,598,1
832,basic,10.0,100.0,10,173,89,0,1,4,0,0.0,364,0
833,premium,40.0,400.0,10,27,72,0,0,5,0,0.0,343,0
834,standard,20.0,640.0,32,89,28,0,1,4,0,0.0,963,1
835,basic,10.0,250.0,25,110,62,0,3,6,0,0.0,786,1
836,premium,40.0,640.0,16,73,92,0,3,3,0,0.0,550,1
837,basic,10.0,330.0,33,98,75,0,0,2,1,6.0,1040,0
838,basic,10.0,270.0,27,26,30,0,1,4,0,0.0,819,0
839,standard,20.0,400.0,20,133,108,0,1,5,0,0.0,685,0
840,basic,10.0,300.0,30,50,34,0,2,6,0,0.0,912,0
841,basic,10.0,300.0,30,117,103,0,1,2,1,6.0,977,0
842,basic,10.0,50.0,5,118,79,0,1,7,0,0.0,205,0
843,basic,10.0,140.0,14,116,54,0,1,6,0,0.0,451,0
844,basic,10.0,250.0,25,186,103,0,0,5,0,0.0,829,0
845,premium,40.0,720.0,18,1,47,0,0,5,0,0.0,560,0
846,standard,20.0,640.0,32,88,70,0,1,9,0,0.0,1008,0
847,basic,10.0,80.0,8,118,94,0,2,5,0,0.0,311,0
848,basic,10.0,200.0,20,193,93,0,0,4,0,0.0,666,0
849,basic,10.0,180.0,18,124,118,0,0,1,0,0.0,628,0
850,basic,10.0,270.0,27,28,79,0,2,6,0,0.0,865,0
851,premium,40.0,480.0,12,4,36,0,0,4,0,0.0,370,0
852,basic,10.0,90.0,9,4,73,0,0,3,0,0.0,314,0
853,basic,10.0,130.0,13,56,81,0,0,3,0,0.0,448,0
854,basic,10.0,130.0,13,69,49,0,0,6,1,9.0,418,0
855,premium,40.0,240.0,6,70,43,0,1,3,2,6.5,202,0
856,standard,20.0,20.0,1,157,49,0,0,1,1,9.0,56,0
857,premium,40.0,1000.0,25,56,98,0,1,8,0,0.0,819,0
858,basic,10.0,30.0,3,90,95,0,0,2,0,0.0,163,0
859,basic,10.0,300.0,30,192,75,0,0,5,0,0.0,954,1
860,standard,20.0,480.0,24,109,63,0,1,5,0,0.0,760,0
861,basic,10.0,90.0,9,119,78,0,1,5,0,0.0,323,0
862,standard,20.0,80.0,4,79,54,0,0,4,0,0.0,153,0
863,standard,20.0,220.0,11,20,40,0,0,3,1,8.0,344,0
864,premium,40.0,1000.0,25,73,92,0,4,6,0,0.0,818,0
865,standard,20.0,380.0,19,108,86,0,0,2,0,0.0,627,0
866,basic,10.0,40.0,4,15,67,0,2,6,0,0.0,161,0
867,premium,40.0,840.0,21,84,108,0,0,3,1,3.0,714,0
868,basic,10.0,300.0,30,47,66,0,2,5,0,0.0,937,0
869,basic,10.0,100.0,10,177,55,0,0,6,0,0.0,329,1
870,standard,20.0,40.0,2,155,45,0,1,5,0,0.0,79,0
871,premium,40.0,40.0,1,160,54,0,3,6,0,0.0,61,1
872,basic,10.0,140.0,14,141,78,0,0,4,0,0.0,477,0
873,basic,10.0,200.0,20,113,77,0,2,6,0,0.0,649,0
874,basic,10.0,190.0,19,97,54,0,2,7,0,0.0,595,0
875,standard,20.0,660.0,33,53,49,0,1,4,0,0.0,1017,1
876,basic,10.0,210.0,21,180,47,0,0,5,0,0.0,654,1
877,standard,20.0,480.0,24,47,55,0,2,5,0,0.0,753,0
878,standard,20.0,420.0,21,136,82,0,0,3,1,6.0,682,0
879,premium,40.0,160.0,4,64,82,0,0,6,1,0.0,177,0
880,premium,40.0,1160.0,29,21,82,0,0,3,1,7.0,923,0
881,basic,10.0,70.0,7,81,37,0,0,1,0,0.0,225,1
882,standard,20.0,220.0,11,115,98,0,0,3,0,0.0,404,0
883,basic,10.0,20.0,2,102,68,0,0,3,0,0.0,102,0
884,basic,10.0,210.0,21,78,102,0,2,3,0,0.0,706,1
885,basic,10.0,230.0,23,54,90,0,1,3,0,0.0,753,0
886,basic,10.0,30.0,3,73,62,0,1,4,0,0.0,131,0
887,premium,40.0,1240.0,31,93,45,0,0,3,0,0.0,953,1
888,basic,10.0,320.0,32,21,27,1,1,6,1,1.0,960,1
889,premium,40.0,240.0,6,101,95,0,3,5,0,0.0,254,0
890,standard,20.0,340.0,17,92,102,0,1,3,0,0.0,583,1
891,standard,20.0,360.0,18,45,101,0,0,3,0,0.0,612,1
892,basic,10.0,130.0,13,71,86,0,4,7,1,1.0,455,1
893,basic,10.0,100.0,10,175,47,0,1,3,1,0.0,321,0
894,premium,40.0,360.0,9,96,56,0,1,2,0,0.0,297,0
895,standard,20.0,480.0,24,28,35,0,0,4,0,0.0,732,0
896,basic,10.0,100.0,10,176,102,0,1,5,0,0.0,378,1
897,basic,10.0,270.0,27,38,47,0,0,2,0,0.0,834,1
898,premium,40.0,720.0,18,119,112,0,0,3,1,9.0,628,0
899,basic,10.0,260.0,26,141,65,0,1,6,0,0.0,820,1
900,standard,20.0,140.0,7,148,108,0,0,1,0,0.0,294,1
901,standard,20.0,660.0,33,118,107,0,0,3,0,0.0,1076,0
902,basic,10.0,100.0,10,159,43,0,0,4,0,0.0,318,0
903,basic,10.0,70.0,7,50,61,0,1,3,0,0.0,247,0
904,premium,40.0,880.0,22,6,41,0,1,7,0,0.0,678,1
905,standard,20.0,660.0,33,99,77,0,0,3,0,0.0,1039,1
906,premium,40.0,760.0,19,195,82,0,1,9,0,0.0,627,0
907,standard,20.0,100.0,5,197,69,0,2,11,0,0.0,189,0
908,basic,10.0,230.0,23,193,42,0,2,7,0,0.0,707,1
909,basic,10.0,150.0,15,47,84,0,1,5,0,0.0,506,0
910,standard,20.0,160.0,8,57,28,0,1,7,0,0.0,244,0
911,basic,10.0,10.0,1,104,24,2,3,3,0,0.0,26,0
912,basic,10.0,310.0,31,111,32,0,2,5,0,0.0,939,0
913,basic,10.0,330.0,33,94,48,0,1,6,0,0.0,1008,0
914,standard,20.0,120.0,6,48,44,0,1,5,0,0.0,203,0
915,standard,20.0,80.0,4,97,92,0,2,6,0,0.0,186,0
916,premium,40.0,560.0,14,68,57,0,4,8,0,0.0,452,0
917,basic,10.0,260.0,26,29,90,0,2,7,0,0.0,849,0
918,standard,20.0,440.0,22,133,51,0,0,0,0,0.0,689,0
919,basic,10.0,130.0,13,172,113,0,0,1,0,0.0,478,0
920,premium,40.0,40.0,1,138,57,0,2,4,0,0.0,64,0
921,standard,20.0,660.0,33,152,101,0,2,8,1,7.0,1065,0
922,basic,10.0,10.0,1,183,38,0,0,2,1,6.0,47,1
923,premium,40.0,240.0,6,106,77,0,1,5,0,0.0,228,0
924,basic,10.0,10.0,1,29,31,0,3,3,0,0.0,35,0
925,premium,40.0,800.0,20,91,101,0,0,3,0,0.0,677,0
926,basic,10.0,310.0,31,78,85,0,0,8,2,3.0,985,1
927,standard,20.0,100.0,5,114,69,0,1,5,0,0.0,190,0
928,standard,20.0,360.0,18,93,43,0,1,3,0,0.0,558,0
929,basic,10.0,180.0,18,171,103,0,2,9,0,0.0,619,0
930,basic,10.0,10.0,1,148,87,0,0,3,1,0.0,87,0
931,premium,40.0,480.0,12,148,97,0,0,3,1,8.0,428,1
932,premium,40.0,1400.0,35,0,61,0,1,5,0,0.0,1086,0
933,premium,40.0,280.0,7,44,42,0,0,5,0,0.0,225,0
934,basic,10.0,250.0,25,48,38,0,1,5,1,9.0,767,0
935,standard,20.0,360.0,18,145,35,0,0,8,0,0.0,547,0
936,basic,10.0,190.0,19,151,49,0,3,10,0,0.0,592,0
937,basic,10.0,270.0,27,167,82,0,0,7,0,0.0,864,1
938,standard,20.0,500.0,25,159,69,0,3,12,0,0.0,791,1
939,premium,40.0,720.0,18,58,57,1,4,9,0,0.0,571,0
940,standard,20.0,280.0,14,53,72,0,1,8,1,3.0,470,0
941,standard,20.0,160.0,8,1,55,0,0,4,0,0.0,267,0
942,basic,10.0,160.0,16,80,50,0,0,1,0,0.0,508,0
943,standard,20.0,140.0,7,15,95,0,2,9,0,0.0,276,0
944,basic,10.0,30.0,3,151,108,0,0,3,0,0.0,171,1
945,basic,10.0,280.0,28,102,28,0,1,2,1,0.0,847,0
946,standard,20.0,500.0,25,149,109,0,1,7,1,0.0,833,1
947,standard,20.0,660.0,33,50,45,0,1,2,2,8.0,1014,0
948,basic,10.0,80.0,8,83,53,0,0,3,0,0.0,268,0
949,basic,10.0,310.0,31,30,87,0,0,9,0,0.0,992,1
950,premium,40.0,640.0,16,82,102,0,0,6,0,0.0,555,1
951,basic,10.0,10.0,1,195,3,0,1,1,0,0.0,12,0
952,basic,10.0,10.0,1,32,32,0,2,2,0,0.0,39,0
953,standard,20.0,180.0,9,109,46,0,0,1,0,0.0,293,0
954,basic,10.0,40.0,4,182,57,0,2,3,0,0.0,156,1
955,standard,20.0,320.0,16,95,64,0,0,5,1,2.0,514,0
956,basic,10.0,350.0,35,132,46,0,1,3,0,0.0,1073,0
957,standard,20.0,560.0,28,121,98,0,2,6,0,0.0,915,1
958,basic,10.0,200.0,20,166,88,0,1,6,0,0.0,658,0
959,basic,10.0,180.0,18,117,35,0,2,4,1,9.0,554,1
960,standard,20.0,500.0,25,30,95,0,2,7,0,0.0,816,0
961,standard,20.0,140.0,7,39,70,0,1,1,0,0.0,257,0
962,basic,10.0,160.0,16,59,102,0,0,5,1,8.0,561,1
963,basic,10.0,110.0,11,190,65,0,0,6,1,0.0,366,0
964,premium,40.0,40.0,1,161,2,2,2,2,0,0.0,5,1
965,standard,20.0,260.0,13,19,85,2,3,6,1,6.0,450,0
966,basic,10.0,140.0,14,81,67,0,1,6,0,0.0,461,0
967,standard,20.0,400.0,20,11,28,0,2,5,1,3.0,603,0
968,basic,10.0,320.0,32,86,85,0,0,4,0,0.0,1020,0
969,basic,10.0,330.0,33,171,100,0,2,8,1,2.0,1061,0
970,basic,10.0,70.0,7,9,94,0,0,3,0,0.0,277,0
971,basic,10.0,180.0,18,10,39,0,0,1,0,0.0,553,0
972,basic,10.0,290.0,29,145,28,1,2,11,0,0.0,876,1
973,standard,20.0,420.0,21,72,117,0,0,1,1,9.0,719,1
974,basic,10.0,180.0,18,141,73,0,1,5,0,0.0,589,0
975,standard,20.0,500.0,25,8,65,0,1,4,1,9.0,790,0
976,basic,10.0,130.0,13,52,32,0,2,4,0,0.0,399,0
977,standard,20.0,20.0,1,191,33,0,1,2,0,0.0,37,0
978,basic,10.0,30.0,3,94,31,0,3,8,0,0.0,96,0
979,basic,10.0,240.0,24,83,53,0,0,4,1,9.0,746,0
980,basic,10.0,240.0,24,127,26,1,5,15,1,2.0,722,0
981,standard,20.0,20.0,1,149,5,1,1,1,0,0.0,6,1
982,premium,40.0,400.0,10,84,90,0,1,3,0,0.0,367,0
983,premium,40.0,1280.0,32,104,64,0,1,2,0,0.0,998,0
984,standard,20.0,680.0,34,126,63,0,0,4,0,0.0,1057,0
985,basic,10.0,180.0,18,185,49,0,2,4,0,0.0,561,1
986,standard,20.0,660.0,33,14,61,0,1,2,0,0.0,1027,0
987,standard,20.0,200.0,10,140,23,1,2,6,0,0.0,301,0
988,standard,20.0,420.0,21,64,21,1,2,5,0,0.0,630,0
989,standard,20.0,640.0,32,181,84,0,0,5,0,0.0,1018,0
990,basic,10.0,130.0,13,103,83,0,1,9,0,0.0,450,0
991,premium,40.0,960.0,24,97,87,1,2,9,0,0.0,785,0
992,basic,10.0,250.0,25,127,61,0,3,6,0,0.0,785,0
993,standard,20.0,140.0,7,49,30,0,0,8,0,0.0,211,0
994,basic,10.0,80.0,8,160,66,0,3,8,0,0.0,282,1
995,basic,10.0,160.0,16,23,65,0,2,5,0,0.0,518,0
996,basic,10.0,220.0,22,136,113,0,1,9,0,0.0,744,0
997,basic,10.0,70.0,7,53,52,0,0,4,0,0.0,235,0
998,basic,10.0,240.0,24,125,104,0,0,2,0,0.0,800,1
999,basic,10.0,20.0,2,95,105,0,0,4,1,9.0,137,0
1000,premium,40.0,400.0,10,13,61,0,2,4,1,2.0,333,0
1001,standard,20.0,300.0,15,15,29,0,0,4,0,0.0,457,0
1002,premium,40.0,400.0,10,71,46,0,1,4,0,0.0,320,0
1003,standard,20.0,60.0,3,154,40,0,2,5,0,0.0,102,0
1004,basic,10.0,10.0,1,100,23,1,2,2,0,0.0,27,0
1005,basic,10.0,140.0,14,15,83,0,0,6,0,0.0,477,0
1006,basic,10.0,300.0,30,123,74,0,2,5,0,0.0,950,1
1007,basic,10.0,100.0,10,103,40,0,1,6,0,0.0,318,0
1008,basic,10.0,310.0,31,193,85,1,2,8,0,0.0,990,0
1009,basic,10.0,140.0,14,199,75,0,2,4,0,0.0,471,1
1010,standard,20.0,100.0,5,144,56,0,3,9,1,1.0,185,0
1011,standard,20.0,40.0,2,173,29,0,4,7,0,0.0,61,0
1012,standard,20.0,500.0,25,78,72,0,0,3,0,0.0,793,1
1013,basic,10.0,100.0,10,15,51,0,0,8,0,0.0,327,0
1014,basic,10.0,20.0,2,72,71,0,2,5,1,3.0,103,0
1015,standard,20.0,420.0,21,149,65,0,1,6,0,0.0,670,0
1016,basic,10.0,150.0,15,19,41,0,0,4,0,0.0,470,0
1017,standard,20.0,20.0,1,139,65,0,1,2,0,0.0,68,0
1018,premium,40.0,520.0,13,1,74,0,1,5,0,0.0,437,0
1019,standard,20.0,440.0,22,77,91,0,2,8,0,0.0,727,0
1020,basic,10.0,350.0,35,134,69,0,0,5,0,0.0,1090,1
1021,standard,20.0,680.0,34,69,77,0,0,2,1,0.0,1067,0
1022,basic,10.0,140.0,14,156,84,0,1,7,1,8.0,475,0
1023,premium,40.0,1280.0,32,18,87,0,3,9,0,0.0,1025,0
1024,basic,10.0,20.0,2,184,106,0,0,2,0,0.0,142,0
1025,standard,20.0,620.0,31,67,48,0,0,6,0,0.0,955,0
1026,standard,20.0,20.0,1,74,6,1,1,1,0,0.0,7,0
1027,basic,10.0,100.0,10,94,37,0,2,6,1,5.0,312,0
1028,standard,20.0,400.0,20,2,102,0,0,4,0,0.0,679,0
1029,basic,10.0,180.0,18,0,85,0,2,4,0,0.0,601,0
1030,standard,20.0,560.0,28,178,102,0,0,5,0,0.0,912,1
1031,standard,20.0,580.0,29,79,82,0,3,8,0,0.0,930,0
1032,standard,20.0,20.0,1,89,101,0,2,4,0,0.0,106,0
1033,standard,20.0,660.0,33,38,103,0,2,5,0,0.0,1071,0
1034,premium,40.0,760.0,19,84,99,0,2,9,0,0.0,642,0
1035,basic,10.0,140.0,14,189,45,0,1,4,0,0.0,436,0
1036,standard,20.0,360.0,18,3,82,0,1,4,0,0.0,600,0
1037,basic,10.0,10.0,1,74,73,0,1,5,0,0.0,81,0
1038,basic,10.0,180.0,18,163,71,0,1,4,0,0.0,582,0
1039,basic,10.0,90.0,9,66,95,0,1,3,0,0.0,341,0
1040,basic,10.0,160.0,16,82,44,0,3,4,0,0.0,496,0
1041,premium,40.0,360.0,9,92,33,0,0,2,0,0.0,278,0
1042,premium,40.0,1280.0,32,117,97,0,2,6,1,1.0,1029,0
1043,basic,10.0,50.0,5,43,44,0,0,8,0,0.0,164,0
1044,standard,20.0,660.0,33,166,119,0,0,3,0,0.0,1079,1
1045,standard,20.0,500.0,25,18,97,0,1,9,0,0.0,825,0
1046,standard,20.0,160.0,8,147,39,0,1,5,0,0.0,256,1
1047,standard,20.0,420.0,21,119,43,0,3,7,0,0.0,645,0
1048,basic,10.0,110.0,11,187,96,0,2,9,0,0.0,403,1
1049,premium,40.0,560.0,14,5,78,0,0,7,0,0.0,473,0
1050,standard,20.0,420.0,21,48,59,0,1,4,1,1.0,664,1
1051,basic,10.0,80.0,8,42,66,0,1,4,0,0.0,280,0
1052,basic,10.0,120.0,12,182,48,0,0,1,0,0.0,379,1
1053,basic,10.0,310.0,31,31,87,0,0,3,0,0.0,988,0
1054,standard,20.0,180.0,9,17,74,0,2,7,0,0.0,315,0
1055,basic,10.0,270.0,27,120,95,0,2,7,0,0.0,878,0
1056,basic,10.0,240.0,24,137,79,0,0,6,0,0.0,777,0
1057,standard,20.0,20.0,1,19,-2,3,3,3,0,0.0,1,0
1058,standard,20.0,420.0,21,150,61,0,3,7,0,0.0,666,0
1059,premium,40.0,680.0,17,0,51,0,1,3,0,0.0,536,0
1060,standard,20.0,500.0,25,106,104,0,1,7,0,0.0,825,1
1061,premium,40.0,600.0,15,151,54,0,0,5,0,0.0,479,0
1062,standard,20.0,600.0,30,50,72,0,0,2,0,0.0,944,0
1063,basic,10.0,320.0,32,170,76,0,0,2,0,0.0,1008,0
1064,standard,20.0,240.0,12,100,112,0,0,4,1,6.0,447,0
1065,basic,10.0,180.0,18,176,96,0,1,6,0,0.0,610,0
1066,basic,10.0,70.0,7,73,102,0,1,7,0,0.0,288,0
1067,standard,20.0,600.0,30,193,82,0,0,8,0,0.0,952,0
1068,standard,20.0,260.0,13,161,62,0,0,2,0,0.0,430,1
1069,standard,20.0,680.0,34,154,51,0,1,4,0,0.0,1046,1
1070,basic,10.0,270.0,27,32,33,1,2,4,0,0.0,816,0
1071,standard,20.0,580.0,29,158,73,0,0,4,0,0.0,918,0
1072,basic,10.0,130.0,13,51,29,0,1,4,0,0.0,393,1
1073,premium,40.0,1120.0,28,92,27,0,0,2,0,0.0,841,0
1074,premium,40.0,760.0,19,138,104,0,1,4,0,0.0,645,0
1075,basic,10.0,220.0,22,60,63,0,1,6,1,5.0,694,0
1076,basic,10.0,190.0,19,76,61,0,8,12,1,8.0,607,0
1077,premium,40.0,40.0,1,129,19,0,2,2,0,0.0,24,1
1078,standard,20.0,680.0,34,166,90,0,2,5,0,0.0,1081,0
1079,basic,10.0,170.0,17,30,97,0,3,7,0,0.0,580,1
1080,basic,10.0,80.0,8,113,26,0,2,6,0,0.0,242,1
1081,standard,20.0,300.0,15,190,69,0,0,6,0,0.0,498,1
1082,basic,10.0,20.0,2,32,76,0,0,6,0,0.0,113,0
1083,basic,10.0,210.0,21,123,42,0,2,5,0,0.0,650,1
1084,standard,20.0,460.0,23,52,116,0,1,2,1,1.0,776,0
1085,basic,10.0,180.0,18,58,109,0,0,2,0,0.0,622,0
1086,basic,10.0,210.0,21,135,95,0,2,6,0,0.0,699,1
1087,basic,10.0,270.0,27,64,99,0,0,3,1,1.0,883,0
1088,standard,20.0,360.0,18,3,46,0,1,3,1,1.0,557,0
1089,basic,10.0,60.0,6,18,25,0,0,4,1,2.0,184,0
1090,premium,40.0,840.0,21,70,53,0,1,5,1,6.0,660,0
1091,standard,20.0,80.0,4,50,99,0,1,6,0,0.0,198,1
1092,standard,20.0,420.0,21,48,83,2,2,3,0,0.0,691,0
1093,standard,20.0,60.0,3,47,102,0,1,3,0,0.0,162,0
1094,basic,10.0,70.0,7,190,92,0,0,10,0,0.0,279,0
1095,premium,40.0,520.0,13,41,80,0,0,5,0,0.0,443,0
1096,standard,20.0,220.0,11,18,76,0,1,7,0,0.0,380,0
1097,standard,20.0,500.0,25,57,51,0,0,4,0,0.0,772,0
1098,premium,40.0,960.0,24,146,45,0,2,9,0,0.0,744,1
1099,basic,10.0,200.0,20,43,67,0,3,10,0,0.0,639,0
1100,basic,10.0,130.0,13,24,39,0,1,2,0,0.0,401,0
1101,basic,10.0,200.0,20,32,95,0,1,4,0,0.0,667,1
1102,standard,20.0,200.0,10,45,77,0,1,5,0,0.0,347,1
1103,standard,20.0,440.0,22,55,30,1,2,5,0,0.0,663,0
1104,standard,20.0,360.0,18,177,103,0,2,7,0,0.0,614,0
1105,standard,20.0,180.0,9,118,70,0,0,4,0,0.0,312,0
1106,basic,10.0,260.0,26,33,57,0,2,8,0,0.0,810,0
1107,basic,10.0,10.0,1,140,73,0,0,2,0,0.0,82,1
1108,standard,20.0,60.0,3,115,87,0,0,4,0,0.0,151,0
1109,standard,20.0,140.0,7,95,46,0,0,5,0,0.0,228,0
1110,premium,40.0,1400.0,35,102,61,0,2,5,0,0.0,1089,0
1111,basic,10.0,310.0,31,35,30,0,3,6,0,0.0,937,0
1112,standard,20.0,180.0,9,117,66,0,1,8,0,0.0,308,0
1113,basic,10.0,130.0,13,153,90,1,1,6,0,0.0,452,0
1114,basic,10.0,50.0,5,124,88,0,2,5,0,0.0,210,0
1115,standard,20.0,720.0,36,52,39,0,3,7,0,0.0,1089,0
1116,premium,40.0,1080.0,27,34,79,0,0,5,0,0.0,865,0
1117,basic,10.0,230.0,23,15,107,0,1,7,0,0.0,772,1
1118,standard,20.0,280.0,14,135,73,0,1,4,0,0.0,471,0
1119,standard,20.0,300.0,15,169,83,0,0,4,0,0.0,509,0
1120,standard,20.0,20.0,1,189,17,1,1,1,0,0.0,20,1
1121,basic,10.0,190.0,19,106,50,0,0,5,1,7.0,599,1
1122,basic,10.0,230.0,23,165,100,0,0,6,0,0.0,765,0
1123,basic,10.0,110.0,11,93,30,1,1,11,0,0.0,333,0
1124,basic,10.0,130.0,13,2,55,0,2,3,0,0.0,422,0
1125,standard,20.0,320.0,16,119,51,0,0,4,0,0.0,510,0
1126,basic,10.0,210.0,21,135,39,0,2,8,0,0.0,642,0
1127,basic,10.0,340.0,34,167,78,0,0,2,0,0.0,1073,0
1128,standard,20.0,380.0,19,11,69,0,3,5,0,0.0,613,1
1129,premium,40.0,600.0,15,139,56,1,1,6,0,0.0,480,1
1130,standard,20.0,140.0,7,104,87,1,3,5,0,0.0,271,0
1131,basic,10.0,180.0,18,34,92,0,2,7,0,0.0,604,0
1132,standard,20.0,280.0,14,145,109,0,2,10,2,3.0,499,1
1133,basic,10.0,90.0,9,38,59,0,3,6,0,0.0,306,0
1134,basic,10.0,240.0,24,19,101,0,3,4,0,0.0,792,0
1135,standard,20.0,420.0,21,143,103,0,0,1,0,0.0,712,0
1136,standard,20.0,140.0,7,165,101,0,4,7,0,0.0,284,1
1137,basic,10.0,50.0,5,61,79,0,0,3,0,0.0,204,0
1138,standard,20.0,280.0,14,176,89,0,2,8,0,0.0,483,1
1139,basic,10.0,60.0,6,54,51,0,1,5,0,0.0,205,0
1140,premium,40.0,920.0,23,114,93,0,0,7,1,4.0,758,0
1141,premium,40.0,40.0,1,13,53,0,0,1,0,0.0,57,0
1142,basic,10.0,120.0,12,45,103,0,3,6,0,0.0,442,0
1143,basic,10.0,70.0,7,187,47,0,1,4,1,1.0,234,0
1144,standard,20.0,180.0,9,42,40,0,1,7,0,0.0,283,0
1145,premium,40.0,80.0,2,122,111,0,0,3,0,0.0,143,0
1146,standard,20.0,640.0,32,57,94,2,3,6,0,0.0,1025,0
1147,premium,40.0,1240.0,31,75,90,0,3,4,0,0.0,999,0
1148,basic,10.0,280.0,28,34,97,0,1,7,0,0.0,914,1
1149,standard,20.0,200.0,10,4,76,0,1,5,0,0.0,346,0
1150,basic,10.0,220.0,22,189,72,0,3,6,0,0.0,709,1
1151,basic,10.0,190.0,19,152,43,0,1,2,0,0.0,586,0
1152,basic,10.0,260.0,26,49,72,0,3,6,0,0.0,823,1
1153,premium,40.0,40.0,1,42,11,1,1,1,0,0.0,13,0
1154,basic,10.0,130.0,13,126,107,0,0,3,0,0.0,475,0
1155,standard,20.0,20.0,1,61,56,0,1,3,1,7.0,56,0
1156,standard,20.0,660.0,33,44,75,0,2,7,0,0.0,1042,1
1157,basic,10.0,130.0,13,29,37,0,0,5,0,0.0,402,0
1158,basic,10.0,30.0,3,3,28,0,1,4,0,0.0,91,0
1159,basic,10.0,20.0,2,170,87,2,6,8,0,0.0,120,1
1160,basic,10.0,70.0,7,54,104,0,0,4,0,0.0,290,0
1161,basic,10.0,280.0,28,89,79,0,1,4,0,0.0,891,0
1162,standard,20.0,420.0,21,116,27,0,2,8,0,0.0,636,0
1163,basic,10.0,30.0,3,121,60,0,2,7,0,0.0,126,0
1164,basic,10.0,290.0,29,150,87,0,0,2,0,0.0,929,0
1165,standard,20.0,620.0,31,185,73,0,1,10,0,0.0,981,0
1166,basic,10.0,320.0,32,96,89,0,1,3,1,0.0,1027,1
1167,premium,40.0,1160.0,29,176,42,0,0,5,0,0.0,887,0
1168,basic,10.0,70.0,7,25,104,0,1,3,0,0.0,286,0
1169,basic,10.0,170.0,17,0,33,0,1,4,1,3.0,517,0
1170,basic,10.0,150.0,15,22,52,0,2,6,0,0.0,475,0
1171,basic,10.0,140.0,14,155,95,0,1,5,0,0.0,489,1
1172,basic,10.0,200.0,20,114,71,0,1,5,0,0.0,641,1
1173,premium,40.0,1000.0,25,11,110,0,1,4,0,0.0,832,0
1174,basic,10.0,230.0,23,51,90,0,3,4,0,0.0,752,0
1175,premium,40.0,800.0,20,15,85,0,3,5,1,9.0,664,0
1176,basic,10.0,330.0,33,105,69,0,2,3,0,0.0,1036,1
1177,basic,10.0,110.0,11,60,109,0,0,2,0,0.0,411,0
1178,basic,10.0,60.0,6,39,109,0,0,7,1,3.0,265,0
1179,basic,10.0,340.0,34,133,60,0,2,5,0,0.0,1054,0
1180,standard,20.0,520.0,26,95,114,0,0,2,0,0.0,865,0
1181,premium,40.0,440.0,11,3,83,0,2,7,0,0.0,390,0
